order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price,country
100162,2025-12-21,C00204,P00733,Novel - Fiction,Books,1,13.13,Germany
100193,2025-02-01,C00204,P00678,Office Chair,Furniture,1,193.96,France
100141,2025-10-27,C00224,P00733,Novel - Fiction,Books,3,12.97,United States
100444,2025-11-03,C00246,P00871,Vacuum Cleaner,Home Appliances,1,205.03,Spain
100455,2025-05-05,C00265,P00234,Noise Cancelling Headphones,Electronics,2,149.33,Germany
100393,2025-05-18,C00194,P00815,Cookbook,Books,2,24.35,France
100278,2025-08-26,C00246,P00733,Novel - Fiction,Books,1,13.16,France
100454,2025-01-12,C00176,P00733,Novel - Fiction,Books,1,13.33,Portugal
100378,2025-04-25,C00002,P00612,Backpack,Accessories,1,46.47,France
100282,2025-06-19,C00140,P00087,27-inch Monitor,Electronics,3,248.49,Spain
100330,2025-10-31,C00173,P00399,Coffee Maker,Home Appliances,3,91.12,Italy
100059,2025-02-27,C00039,P00967,Notebook Set,Stationery,4,9.17,Italy
100313,2025-12-17,C00208,P00789,Standing Desk,Furniture,2,342.81,Belgium
100168,2025-10-17,C00093,P00234,Noise Cancelling Headphones,Electronics,1,148.93,Italy
100287,2025-08-17,C00022,P00284,Pen Pack,Stationery,3,6.17,Germany
100439,2025-09-09,C00295,P00045,Tablet,Electronics,1,406.85,France
100038,2025-08-25,C00128,P00311,Mechanical Keyboard,Electronics,1,90.26,Switzerland
100188,2025-06-05,C00253,P00087,27-inch Monitor,Electronics,1,244.53,United Kingdom
100267,2025-12-23,C00072,P00612,Backpack,Accessories,2,44.62,Spain
100335,2025-12-25,C00057,P00901,Smartphone,Electronics,1,685.35,Germany
100144,2025-01-19,C00233,P00311,Mechanical Keyboard,Electronics,1,92.53,Germany
100445,2025-12-21,C00215,P00602,Blender,Home Appliances,1,50.59,United States
100279,2025-08-23,C00019,P00789,Standing Desk,Furniture,1,358.09,Portugal
100060,2025-10-26,C00283,P00560,USB-C Hub,Electronics,1,34.71,France
100494,2025-10-31,C00116,P00399,Coffee Maker,Home Appliances,2,91.05,France
100478,2025-03-28,C00166,P00967,Notebook Set,Stationery,1,9.23,Italy
100050,2025-06-11,C00038,P00452,Laptop,Electronics,2,823.8,Canada
100375,2025-11-25,C00216,P00522,Desk Lamp,Furniture,5,25.54,Germany
100426,2025-02-13,C00152,P00045,Tablet,Electronics,2,391.69,France
100420,2025-06-03,C00084,P00871,Vacuum Cleaner,Home Appliances,1,198.66,Switzerland
100300,2025-09-10,C00014,P00522,Desk Lamp,Furniture,2,25.45,Germany
100190,2025-10-28,C00080,P00714,Yoga Mat,Sportswear,2,30.2,Switzerland
100166,2025-02-21,C00228,P00234,Noise Cancelling Headphones,Electronics,2,145.9,United Kingdom
100301,2025-10-10,C00067,P00458,Air Fryer,Home Appliances,3,119.26,France
100202,2025-12-04,C00267,P00789,Standing Desk,Furniture,2,340.77,United States
100306,2025-12-30,C00116,P00522,Desk Lamp,Furniture,4,24.67,Spain
100233,2025-06-23,C00114,P00190,Bookshelf,Furniture,3,131.03,France
100214,2025-03-21,C00247,P00045,Tablet,Electronics,3,401.34,Germany
100022,2025-08-11,C00081,P00846,Dumbbell Set,Sportswear,1,60.78,Netherlands
100334,2025-09-26,C00195,P00560,USB-C Hub,Electronics,3,35.14,France
100197,2025-03-17,C00002,P00678,Office Chair,Furniture,3,185.77,France
100440,2025-07-06,C00059,P00871,Vacuum Cleaner,Home Appliances,1,196.15,Canada
100427,2025-12-31,C00079,P00284,Pen Pack,Stationery,1,5.84,Germany
100381,2025-12-05,C00215,P00458,Air Fryer,Home Appliances,3,116.5,United Kingdom
100112,2025-01-15,C00254,P00190,Bookshelf,Furniture,1,132.31,France
100307,2025-02-10,C00129,P00901,Smartphone,Electronics,2,684.25,Italy
100346,2025-10-03,C00139,P00602,Blender,Home Appliances,2,50.34,France
100120,2025-04-21,C00248,P00678,Office Chair,Furniture,2,190.27,United States
100002,2025-02-22,C00280,P00311,Mechanical Keyboard,Electronics,2,87.8,France
100475,2025-02-14,C00225,P00087,27-inch Monitor,Electronics,3,254.65,France
100216,2025-11-15,C00286,P00452,Laptop,Electronics,2,809.28,Belgium
100364,2025-06-09,C00061,P00733,Novel - Fiction,Books,4,13.08,France
100072,2025-12-10,C00101,P00522,Desk Lamp,Furniture,1,25.62,United States
100137,2025-05-20,C00257,P00602,Blender,Home Appliances,2,48.61,France
100248,2025-05-10,C00077,P00190,Bookshelf,Furniture,1,133.24,Belgium
100204,2025-02-07,C00042,P00190,Bookshelf,Furniture,2,128.24,France
100288,2025-05-21,C00030,P00311,Mechanical Keyboard,Electronics,2,90.06,Germany
100003,2025-04-30,C00259,P00458,Air Fryer,Home Appliances,1,121.07,France
100284,2025-09-23,C00137,P00311,Mechanical Keyboard,Electronics,2,90.54,France
100474,2025-12-01,C00127,P00789,Standing Desk,Furniture,3,345.01,France
100318,2025-03-23,C00168,P00871,Vacuum Cleaner,Home Appliances,2,195.9,France
100148,2025-12-24,C00249,P00087,27-inch Monitor,Electronics,1,254.48,Belgium
100030,2025-08-13,C00265,P00846,Dumbbell Set,Sportswear,1,59.41,France
100405,2025-01-31,C00269,P00120,Wireless Mouse,Electronics,3,20.37,France
100015,2025-06-11,C00109,P00733,Novel - Fiction,Books,2,13.1,United Kingdom
100286,2025-06-06,C00229,P00458,Air Fryer,Home Appliances,2,119.59,France
100256,2025-11-16,C00085,P00284,Pen Pack,Stationery,1,6.05,Germany
100341,2025-06-02,C00116,P00789,Standing Desk,Furniture,3,353.98,Netherlands
100228,2025-07-01,C00037,P00033,Running Shoes,Sportswear,3,77.68,France
100317,2025-01-26,C00149,P00033,Running Shoes,Sportswear,3,82.21,Germany
100078,2025-03-28,C00044,P00789,Standing Desk,Furniture,2,346.53,Belgium
100415,2025-03-29,C00043,P00256,Water Bottle,Sportswear,3,14.84,Belgium
100218,2025-01-04,C00093,P00560,USB-C Hub,Electronics,2,34.24,Germany
100200,2025-09-27,C00059,P00284,Pen Pack,Stationery,1,5.94,Spain
100132,2025-01-17,C00119,P00789,Standing Desk,Furniture,2,349.02,Netherlands
100384,2025-01-29,C00072,P00399,Coffee Maker,Home Appliances,5,92.24,France
100434,2025-06-03,C00248,P00311,Mechanical Keyboard,Electronics,1,91.18,United States
100152,2025-05-05,C00234,P00602,Blender,Home Appliances,1,50.29,France
100085,2025-11-10,C00259,P00714,Yoga Mat,Sportswear,3,30.7,Italy
100398,2025-06-07,C00134,P00522,Desk Lamp,Furniture,2,24.39,Spain
100222,2025-02-11,C00140,P00846,Dumbbell Set,Sportswear,2,59.78,Spain
100136,2025-10-19,C00148,P00846,Dumbbell Set,Sportswear,1,60.71,Belgium
100110,2025-08-12,C00138,P00190,Bookshelf,Furniture,3,126.77,Switzerland
100032,2025-01-31,C00118,P00311,Mechanical Keyboard,Electronics,4,87.67,Switzerland
100490,2025-12-19,C00068,P00733,Novel - Fiction,Books,1,13.28,Switzerland
100105,2025-05-05,C00053,P00967,Notebook Set,Stationery,3,9.04,Switzerland
100187,2025-12-25,C00155,P00733,Novel - Fiction,Books,1,13.34,France
100259,2025-04-10,C00189,P00815,Cookbook,Books,4,24.93,Canada
100291,2025-10-18,C00017,P00458,Air Fryer,Home Appliances,1,119.06,Spain
100170,2025-05-11,C00236,P00678,Office Chair,Furniture,2,189.59,United Kingdom
100470,2025-04-23,C00150,P00120,Wireless Mouse,Electronics,1,19.59,Italy
100029,2025-10-04,C00103,P00967,Notebook Set,Stationery,1,9.07,Canada
100067,2025-02-05,C00143,P00522,Desk Lamp,Furniture,2,25.71,Germany
100073,2025-11-16,C00161,P00815,Cookbook,Books,3,24.69,Netherlands
100359,2025-08-07,C00264,P00190,Bookshelf,Furniture,1,127.53,Belgium
100249,2025-06-08,C00201,P00560,USB-C Hub,Electronics,2,34.59,United Kingdom
100033,2025-05-02,C00143,P00815,Cookbook,Books,2,25.32,Italy
100356,2025-09-16,C00240,P00678,Office Chair,Furniture,1,186.14,France
100388,2025-06-26,C00196,P00399,Coffee Maker,Home Appliances,1,88.1,Germany
100051,2025-02-07,C00276,P00901,Smartphone,Electronics,2,693.65,France
100274,2025-09-17,C00260,P00602,Blender,Home Appliances,1,48.62,Switzerland
100431,2025-01-07,C00150,P00714,Yoga Mat,Sportswear,1,30.71,France
100250,2025-07-12,C00169,P00560,USB-C Hub,Electronics,2,35.49,Portugal
100432,2025-05-05,C00293,P00399,Coffee Maker,Home Appliances,1,88.04,Germany
100403,2025-09-08,C00252,P00846,Dumbbell Set,Sportswear,1,58.8,Portugal
100134,2025-04-12,C00218,P00087,27-inch Monitor,Electronics,2,256.12,Belgium
100344,2025-07-22,C00177,P00612,Backpack,Accessories,3,45.4,France
100019,2025-03-23,C00217,P00458,Air Fryer,Home Appliances,1,123.56,Germany
100238,2025-11-16,C00166,P00733,Novel - Fiction,Books,1,12.97,Spain
100371,2025-08-21,C00068,P00399,Coffee Maker,Home Appliances,1,90.31,Italy
100090,2025-06-19,C00278,P00846,Dumbbell Set,Sportswear,1,59.7,France
100333,2025-05-16,C00297,P00871,Vacuum Cleaner,Home Appliances,1,199.76,France
100118,2025-06-30,C00233,P00678,Office Chair,Furniture,1,192.51,France
100465,2025-10-22,C00197,P00714,Yoga Mat,Sportswear,1,30.34,Belgium
100061,2025-01-21,C00184,P00901,Smartphone,Electronics,2,693.84,Belgium
100012,2025-08-25,C00195,P00678,Office Chair,Furniture,5,190.64,Belgium
100130,2025-04-17,C00109,P00678,Office Chair,Furniture,2,186.27,France
100109,2025-11-30,C00139,P00458,Air Fryer,Home Appliances,3,119.87,Italy
100122,2025-12-29,C00274,P00560,USB-C Hub,Electronics,1,35.1,United States
100007,2025-01-23,C00236,P00602,Blender,Home Appliances,1,48.73,United Kingdom
100492,2025-01-27,C00203,P00733,Novel - Fiction,Books,1,12.78,Belgium
100167,2025-01-29,C00151,P00522,Desk Lamp,Furniture,1,25.04,France
100076,2025-07-27,C00281,P00452,Laptop,Electronics,1,813.71,France
100499,2025-11-12,C00227,P00901,Smartphone,Electronics,1,710.59,France
100100,2025-01-16,C00127,P00901,Smartphone,Electronics,3,689.01,Belgium
100086,2025-09-01,C00231,P00678,Office Chair,Furniture,3,187.45,Switzerland
100184,2025-03-05,C00233,P00522,Desk Lamp,Furniture,2,25.12,Belgium
100023,2025-09-14,C00092,P00399,Coffee Maker,Home Appliances,4,88.9,Switzerland
100101,2025-08-31,C00059,P00871,Vacuum Cleaner,Home Appliances,4,197.07,Spain
100387,2025-10-13,C00090,P00733,Novel - Fiction,Books,2,12.64,Italy
100410,2025-09-15,C00221,P00234,Noise Cancelling Headphones,Electronics,1,146.83,France
100469,2025-12-30,C00228,P00256,Water Bottle,Sportswear,1,15.26,Italy
100308,2025-06-05,C00274,P00311,Mechanical Keyboard,Electronics,2,92.37,France
100357,2025-08-23,C00132,P00967,Notebook Set,Stationery,1,9.15,Netherlands
100383,2025-01-25,C00126,P00284,Pen Pack,Stationery,1,6.0,Spain
100181,2025-09-04,C00152,P00284,Pen Pack,Stationery,3,5.98,Portugal
100234,2025-09-29,C00262,P00901,Smartphone,Electronics,4,709.54,Germany
100207,2025-12-02,C00283,P00284,Pen Pack,Stationery,3,6.13,Spain
100046,2025-11-01,C00035,P00815,Cookbook,Books,3,25.65,Germany
100208,2025-07-31,C00174,P00846,Dumbbell Set,Sportswear,1,59.32,Netherlands
100131,2025-02-08,C00081,P00452,Laptop,Electronics,1,798.55,Belgium
100054,2025-02-23,C00069,P00678,Office Chair,Furniture,1,190.6,France
100037,2025-05-08,C00099,P00901,Smartphone,Electronics,2,686.7,France
100436,2025-06-20,C00195,P00190,Bookshelf,Furniture,1,132.51,Spain
100423,2025-02-08,C00175,P00458,Air Fryer,Home Appliances,3,119.25,United States
100309,2025-03-20,C00088,P00815,Cookbook,Books,2,24.75,United Kingdom
100347,2025-10-28,C00123,P00045,Tablet,Electronics,1,393.41,United Kingdom
100399,2025-08-29,C00164,P00901,Smartphone,Electronics,1,702.62,Germany
100302,2025-09-03,C00270,P00714,Yoga Mat,Sportswear,3,29.22,Portugal
100108,2025-07-05,C00236,P00967,Notebook Set,Stationery,1,9.0,France
100275,2025-07-18,C00192,P00678,Office Chair,Furniture,2,185.06,Germany
100201,2025-10-31,C00056,P00846,Dumbbell Set,Sportswear,2,58.35,United States
100236,2025-03-20,C00039,P00234,Noise Cancelling Headphones,Electronics,4,149.67,Belgium
100380,2025-03-21,C00142,P00901,Smartphone,Electronics,4,683.73,Netherlands
100189,2025-08-21,,P00815,Cookbook,Books,4,25.05,Belgium
100205,2025-11-21,C00300,P00602,Blender,Home Appliances,2,50.28,Germany
100468,2025-07-16,C00288,P00399,Coffee Maker,Home Appliances,2,89.95,Germany
100113,2025-06-24,C00144,P00458,Air Fryer,Home Appliances,2,116.46,France
100277,2025-06-30,C00280,P00190,Bookshelf,Furniture,3,132.17,France
100048,2025-10-26,C00290,P00399,Coffee Maker,Home Appliances,1,90.91,France
100013,2025-12-17,C00167,P00612,Backpack,Accessories,3,44.7,France
100219,2025-11-21,C00016,P00311,Mechanical Keyboard,Electronics,2,89.56,France
